200,Men,Mowatt,Kemar,Arkansas,21.07,21.07,47,https://www.tfrrs.org/athletes/5595887/Arkansas/Mowatt_Kemar
200,Men,Lattin,Amere,Houston,21.16,21.16,62,https://www.tfrrs.org/athletes/5596172/Houston/Lattin_Amere
200,Men,Mitchell-Blake,Nethaneel,LSU,20.49,20.49,4,https://www.tfrrs.org/athletes/4197086/LSU/Mitchell-Blake_Nethaneel
200,Men,Cunningham,Quashawn,North Carolina St.,21.12,21.12,56,https://www.tfrrs.org/athletes/5104421/North_Carolina_St./Cunningham_Quashawn
200,Men,Chisena,Dan,Penn State,21.19,21.19,68,https://www.tfrrs.org/athletes/5674760/Penn_State/Chisena_Dan
200,Men,King,Kyree,Oregon,21.02,21.02,42,https://www.tfrrs.org/athletes/6100998/Oregon/King_Kyree
200,Men,Cheeks,Michael,Clemson,21.17,21.17,64,https://www.tfrrs.org/athletes/5151779/Clemson/Cheeks_Michael
200,Men,Burke,Mario,Houston,21.14,21.14,58,https://www.tfrrs.org/athletes/5596167/Houston/Burke_Mario
200,Men,Tsumba,Tatenda,BYU,21.02,21.02,42,https://www.tfrrs.org/athletes/5161451/BYU/Tsumba_Tatenda
200,Men,Brown,Izaiah,Rutgers,21.08,21.08,49,https://www.tfrrs.org/athletes/5603131/Rutgers/Brown_Izaiah
200,Men,Quinn,Devin,Illinois,21.01,21.01,39,https://www.tfrrs.org/athletes/5637238/Illinois/Quinn_Devin
200,Men,Williams,Kendal,Georgia,20.93,20.93,30,https://www.tfrrs.org/athletes/6121274/Georgia/Williams_Kendal
200,Men,Rowe,Rodney,N. Carolina A&T,21.59,21.51,72,https://www.tfrrs.org/athletes/5588405/N._Carolina_A&T/Rowe_Rodney
200,Men,Igbokwe,Obi,Arkansas,20.87,20.87,27,https://www.tfrrs.org/athletes/5595885/Arkansas/Igbokwe_Obi
200,Men,Dasor,Emmanuel,Western Kentucky,21.14,20.89,58,https://www.tfrrs.org/athletes/4681579/Western_Kentucky/Dasor_Emmanuel
200,Men,Lamb,Cordell,Clemson,21.15,21.15,60,https://www.tfrrs.org/athletes/5151777/Clemson/Lamb_Cordell
200,Men,Afful,Solomon,Mid. Tenn. State,21.00,21.00,37,https://www.tfrrs.org/athletes/6113458/Mid._Tenn._State/Afful_Solomon
200,Men,Coleman,Christian,Tennessee,20.46,20.11,2,https://www.tfrrs.org/athletes/5113312/Tennessee/Coleman_Christian 
200,Men,Morris,Julius,Western Kentucky,21.10,20.99,52,https://www.tfrrs.org/athletes/5106959/Western_Kentucky/Morris_Julius
